id,language_abrev,language_movie
159138,en,English
172533,en,English
123261,nb,Bokmål
159092,en,English
146216,en,English
146216,fr,Français
146216,ru,Pусский
59558,en,English
177221,en,English
198062,en,English
19593,en,English
47404,en,English
180948,en,English
120393,ru,Pусский
120393,tg,
66753,fr,Français
66753,ar,العربية
66753,en,English
46729,en,English
115046,en,English
62843,cs,Český
117209,lt,Lietuvikai
144570,lt,Lietuvikai
165213,ko,한국어/조선말
188468,en,English
79850,fr,Français
192126,en,English
160139,en,English
117856,de,Deutsch
65435,en,English
27957,tr,Türkçe
173938,en,English
138308,en,English
138308,fr,Français
136400,es,Español
136400,en,English
127905,en,English
125164,pt,Português
77728,fr,Français
238748,en,English
74310,en,English
151743,zh,普通话
168138,es,Español
168138,ca,Català
157016,en,English
85984,en,English
89325,en,English
160588,en,English
153738,en,English
179144,it,Italiano
179144,ja,日本語
179144,es,Español
179144,zh,普通话
31354,fr,Français
31354,de,Deutsch
28173,de,Deutsch
28173,es,Español
28173,en,English
109729,en,English
26622,en,English
77664,en,English
43167,en,English
11144,it,Italiano
11614,en,English
11614,it,Italiano
58447,tr,Türkçe
211587,en,English
211587,fr,Français
244447,en,English
22924,en,English
121831,en,English
191619,en,English
191619,it,Italiano
44796,en,English
19154,en,English
50277,en,English
26450,en,English
77645,en,English
149856,en,English
83040,en,English
102234,fi,suomi
189242,en,English
189242,fi,suomi
185574,en,English
4548,fr,Français
76285,en,English
77931,en,English
177699,en,English
23535,en,English
158743,en,English
58218,fr,Français
121791,ar,العربية
121791,he,עִבְרִית
201676,en,English
30143,ja,日本語
205985,en,English
147276,en,English
42502,es,Español
76544,cn,广州话 / 廣州話
76544,en,English
76544,zh,普通话
38120,en,English
36089,en,English
113148,en,English
44545,en,English
21683,cs,Český
21683,en,English
21683,fr,Français
65291,en,English
35919,en,English
39027,en,English
39027,pt,Português
212994,en,English
50346,en,English
61954,en,English
138832,en,English
157862,en,English
157862,es,Español
39957,en,English
109418,en,English
211830,en,English
212927,en,English
110410,zh,普通话
18851,en,English
259808,en,English
97008,en,English
59859,en,English
87421,en,English
151960,en,English
54266,ja,日本語
59589,en,English
155751,en,English
59735,es,Español
59735,en,English
158999,en,English
158999,es,Español
115348,en,English
124091,en,English
124091,it,Italiano
124091,fr,Français
27003,en,English
149870,fr,Français
149870,de,Deutsch
149870,it,Italiano
149870,ja,日本語
24631,de,Deutsch
24631,it,Italiano
26158,en,English
198210,en,English
204128,sv,svenska
115782,en,English
65958,fr,Français
215134,en,English
215134,zh,普通话
123553,en,English
113362,en,English
113362,de,Deutsch
113362,he,עִבְרִית
98412,en,English
47559,en,English
154282,en,English
92506,en,English
184020,fr,Français
72968,ru,Pусский
132363,en,English
157360,en,English
54133,en,English
62755,en,English
62755,ja,日本語
159622,en,English
174346,en,English
45109,pt,Português
128133,en,English
128133,de,Deutsch
152748,en,English
133108,en,English
200063,en,English
49542,en,English
35895,en,English
122906,en,English
83114,ja,日本語
205022,hi,हिन्दी
205022,ta,தமிழ்
98064,en,English
15440,no,Norsk
56937,no,Norsk
19029,en,English
30689,it,Italiano
122088,he,עִבְרִית
101179,en,English
130055,fr,Français
30061,en,English
30061,it,Italiano
117924,en,English
91690,fr,Français
98568,en,English
98568,de,Deutsch
109260,fr,Français
109260,pt,Português
109260,ru,Pусский
154019,pt,Português
199373,en,English
66608,en,English
116764,en,English
250155,en,English
83899,en,English
51166,fr,Français
42355,zh,普通话
46891,en,English
66148,fr,Français
96252,en,English
77123,en,English
107231,en,English
83272,tl,
242920,en,English
167919,en,English
136466,en,English
26971,es,Español
25756,en,English
169209,en,English
39005,en,English
217038,fi,suomi
140708,fi,suomi
29231,en,English
29231,fr,Français
29231,ru,Pусский
48319,en,English
21708,ko,한국어/조선말
129432,fr,Français
129432,en,English
129432,is,Íslenska
138496,en,English
122372,en,English
17886,fr,Français
33028,en,English
168496,en,English
168496,fr,Français
127651,en,English
127651,fr,Français
202495,is,Íslenska
32389,en,English
43740,en,English
43740,he,עִבְרִית
33196,en,English
33196,ko,한국어/조선말
198342,en,English
180318,en,English
159167,en,English
169758,en,English
2911,en,English
16921,en,English
25172,en,English
25172,de,Deutsch
218212,en,English
46525,en,English
90785,en,English
111190,en,English
37845,fr,Français
79628,en,English
50674,en,English
136336,en,English
174773,en,English
147129,en,English
176734,en,English
42244,en,English
211729,en,English
79950,en,English
84338,en,English
84338,fr,Français
135812,en,English
107355,en,English
214091,en,English
118293,fr,Français
24789,en,English
52017,en,English
52021,en,English
84058,en,English
54768,en,English
211954,es,Español
211954,en,English
52022,ro,Română
52022,en,English
174334,pt,Português
174334,en,English
75465,cn,广州话 / 廣州話
164558,pt,Português
164558,en,English
64936,en,English
53417,en,English
146223,en,English
200236,en,English
219674,en,English
219674,it,Italiano
27711,en,English
27712,en,English
61716,en,English
185444,en,English
146227,en,English
158884,en,English
89623,ko,한국어/조선말
127451,zh,普通话
27651,en,English
126321,fr,Français
65114,en,English
47913,en,English
49802,ru,Pусский
10432,en,English
62648,en,English
62648,fr,Français
194126,de,Deutsch
194126,fr,Français
82932,en,English
37463,en,English
86235,en,English
183825,en,English
124429,en,English
86274,en,English
171964,en,English
176088,en,English
37183,en,English
40231,en,English
17282,en,English
218508,ja,日本語
49047,en,English
180810,en,English
57655,en,English
95730,en,English
138030,bn,বাংলা
207768,bg,български език
207768,en,English
212716,en,English
122597,en,English
104634,ca,Català
104634,de,Deutsch
104634,es,Español
28735,en,English
103902,en,English
115199,en,English
146233,en,English
164457,en,English
133369,en,English
130593,en,English
156711,en,English
91586,en,English
91586,th,ภาษาไทย
195757,en,English
96721,en,English
96721,de,Deutsch
96721,it,Italiano
96721,fr,Français
158895,en,English
112205,en,English
64820,en,English
62503,en,English
58607,en,English
11111,es,Español
11111,en,English
169813,en,English
121789,en,English
30995,en,English
85509,en,English
27885,en,English
28320,en,English
38807,en,English
41349,en,English
106599,en,English
103713,en,English
180314,en,English
133701,en,English
34188,en,English
63924,en,English
129734,ar,العربية
129734,de,Deutsch
158711,en,English
63383,en,English
12791,en,English
9971,en,English
156339,en,English
102059,en,English
102059,de,Deutsch
102059,ja,日本語
103689,es,Español
129139,en,English
219288,en,English
74137,en,English
119826,en,English
36992,de,Deutsch
36992,ja,日本語
136911,en,English
27457,pt,Português
108564,en,English
176238,en,English
22731,en,English
100544,en,English
19458,en,English
19458,fr,Français
41347,en,English
53407,xx,No Language
220714,hi,हिन्दी
109417,en,English
115189,en,English
43065,en,English
40950,en,English
34937,en,English
245950,el,ελληνικά
114726,en,English
121676,ar,العربية
121676,en,English
156708,en,English
127878,en,English
199615,de,Deutsch
199615,hu,Magyar
71700,en,English
47038,en,English
136966,en,English
38746,en,English
85656,ja,日本語
32630,en,English
139998,en,English
81857,el,ελληνικά
221410,el,ελληνικά
221410,en,English
75506,en,English
134394,en,English
23045,en,English
53949,en,English
25666,en,English
448538,en,English
179109,en,English
179109,fr,Français
62425,en,English
129670,en,English
129670,es,Español
45756,de,Deutsch
45756,nl,Nederlands
2093,zh,普通话
2093,en,English
2093,es,Español
2093,nl,Nederlands
209263,en,English
138697,en,English
168051,en,English
168051,it,Italiano
133931,en,English
28484,en,English
36130,en,English
36130,de,Deutsch
26251,en,English
41889,en,English
23385,en,English
15810,en,English
128135,et,Eesti
157820,fr,Français
157820,en,English
193613,en,English
51452,en,English
27232,en,English
27232,it,Italiano
27232,es,Español
157409,en,English
157409,de,Deutsch
132887,en,English
70115,en,English
78143,en,English
216374,en,English
118948,en,English
249333,en,English
175245,en,English
100681,hi,हिन्दी
25377,en,English
68780,pl,Polski
55230,en,English
128241,en,English
256382,ml,
60125,en,English
24331,en,English
24331,de,Deutsch
33305,en,English
33305,de,Deutsch
72440,te,తెలుగు
103168,en,English
25584,sv,svenska
172828,en,English
75757,en,English
86049,en,English
154413,fa,فارسی
30244,en,English
30244,hi,हिन्दी
158445,ko,한국어/조선말
165904,hi,हिन्दी
43727,en,English
139725,fr,Français
146238,en,English
152584,fr,Français
152584,en,English
97006,en,English
138202,en,English
122089,en,English
122089,fr,Français
122089,it,Italiano
51947,en,English
128081,en,English
188761,de,Deutsch
188761,es,Español
188761,he,עִבְרִית
222759,es,Español
210940,en,English
192160,en,English
167032,en,English
97790,en,English
21381,fr,Français
196355,en,English
37087,en,English
102420,en,English
1803,en,English
49393,pt,Português
161073,fr,Français
65481,de,Deutsch
209262,en,English
128089,en,English
128089,fr,Français
128089,de,Deutsch
128089,pt,Português
159008,en,English
423078,fi,suomi
55884,ja,日本語
126560,tr,Türkçe
276123,sq,shqip
195450,pt,Português
3149,en,English
190754,en,English
190754,fr,Français
190754,de,Deutsch
190754,it,Italiano
190754,tl,
45725,en,English
49162,en,English
34461,en,English
109451,en,English
218381,en,English
81435,ar,العربية
86004,hi,हिन्दी
86004,mr,
78250,en,English
53776,fr,Français
253120,en,English
10598,en,English
10598,ru,Pусский
10598,es,Español
81626,en,English
208968,en,English
100461,ja,日本語
14143,en,English
109424,en,English
109424,so,Somali
97397,de,Deutsch
4479,en,English
198287,en,English
210708,ja,日本語
115442,en,English
115442,de,Deutsch
62996,en,English
159015,en,English
51985,en,English
134472,en,English
90645,fi,suomi
49004,en,English
119893,en,English
197926,en,English
56290,it,Italiano
17025,en,English
75735,en,English
75735,pt,Português
75735,ru,Pусский
55539,en,English
128917,en,English
106747,en,English
106747,es,Español
99279,en,English
85889,en,English
91745,en,English
19623,hi,हिन्दी
38273,en,English
214100,en,English
10006,en,English
64078,en,English
273160,en,English
175528,en,English
169642,en,English
8935,zh,普通话
115210,en,English
107846,en,English
107846,de,Deutsch
107846,ar,العربية
107846,ur,اردو
64076,en,English
172782,cn,广州话 / 廣州話
10085,en,English
10085,de,Deutsch
139651,fr,Français
139651,it,Italiano
195423,pt,Português
38093,en,English
81708,el,ελληνικά
81708,tr,Türkçe
55370,fr,Français
121317,sv,svenska
133805,en,English
86816,en,English
162903,en,English
159009,en,English
173495,ko,한국어/조선말
173495,ms,Bahasa melayu
173495,zh,普通话
173495,en,English
29368,en,English
74674,da,Dansk
109091,en,English
56115,en,English
82407,en,English
34023,en,English
81622,sr,Srpski
43115,en,English
166879,en,English
194516,en,English
18167,en,English
200390,en,English
191502,en,English
158752,en,English
3160,ja,日本語
58877,fr,Français
58877,ln,
58877,en,English
58877,nl,Nederlands
39468,ja,日本語
39264,ja,日本語
74008,en,English
29941,pt,Português
29941,en,English
35911,en,English
291907,fi,suomi
36214,ja,日本語
27207,en,English
120771,en,English
30478,en,English
146015,en,English
39466,ja,日本語
180688,en,English
76203,en,English
171738,en,English
91311,en,English
209406,en,English
160118,ro,Română
231038,el,ελληνικά
157370,en,English
95006,en,English
61820,fa,فارسی
115173,es,Español
81538,en,English
81538,de,Deutsch
81538,he,עִבְרִית
214217,fi,suomi
19241,en,English
15866,en,English
160897,en,English
160897,es,Español
137193,fr,Français
38221,ja,日本語
43015,en,English
174366,en,English
58631,en,English
87302,es,Español
87302,en,English
58591,en,English
214671,en,English
214671,es,Español
152747,en,English
64077,en,English
36212,ja,日本語
36247,ja,日本語
127374,en,English
103648,en,English
42716,en,English
78235,en,English
40221,en,English
50441,de,Deutsch
82627,en,English
103195,cs,Český
103195,en,English
103195,de,Deutsch
19594,en,English
80274,en,English
37342,en,English
37342,fr,Français
62039,en,English
200481,xx,No Language
88274,ro,Română
210624,en,English
213121,en,English
174988,en,English
174988,fr,Français
256396,en,English
190847,en,English
225975,nl,Nederlands
56949,es,Español
56949,fr,Français
4519,fr,Français
208134,en,English
19658,hi,हिन्दी
168027,en,English
76338,en,English
44005,en,English
75905,en,English
460870,en,English
13390,en,English
39469,ja,日本語
152532,en,English
152532,ja,日本語
97434,en,English
133200,ko,한국어/조선말
226632,en,English
58166,de,Deutsch
55208,vi,Tiếng Việt
44745,en,English
73500,en,English
194101,en,English
15709,fr,Français
128129,en,English
66538,fr,Français
224746,ku,
187022,cn,广州话 / 廣州話
187022,zh,普通话
124075,en,English
124075,fr,Français
124075,de,Deutsch
124075,zh,普通话
193212,he,עִבְרִית
193212,en,English
193212,es,Español
16242,fr,Français
16242,he,עִבְרִית
16242,en,English
91325,en,English
156566,en,English
162215,en,English
72890,ro,Română
72890,en,English
172803,en,English
123377,ko,한국어/조선말
170632,en,English
121565,en,English
14297,en,English
42950,en,English
230158,en,English
96924,en,English
56579,en,English
127880,es,Español
52045,fr,Français
61936,en,English
121674,en,English
184149,en,English
184149,fr,Français
184149,de,Deutsch
184149,it,Italiano
135670,en,English
175574,en,English
12636,ja,日本語
49186,en,English
295045,en,English
80188,en,English
184802,en,English
64458,it,Italiano
64458,en,English
64458,pt,Português
250610,en,English
69056,en,English
44900,en,English
28592,it,Italiano
118153,ru,Pусский
155399,fi,suomi
155399,ru,Pусский
19644,ko,한국어/조선말
43208,en,English
24786,en,English
24786,ru,Pусский
51215,en,English
51215,fr,Français
203062,fi,suomi
203062,no,Norsk
137093,en,English
159151,en,English
191421,zh,普通话
243860,de,Deutsch
225703,en,English
49914,en,English
124581,en,English
110674,en,English
84324,en,English
78294,en,English
123362,en,English
123362,ca,Català
123362,es,Español
123362,de,Deutsch
67530,en,English
36820,en,English
53318,en,English
53318,sv,svenska
222858,en,English
93498,en,English
4146,fr,Français
21776,fr,Français
19039,en,English
85312,en,English
193645,en,English
87380,es,Español
159988,en,English
15725,en,English
97971,en,English
187927,en,English
205220,en,English
203833,en,English
203833,de,Deutsch
146304,en,English
43213,en,English
209274,pl,Polski
163590,sv,svenska
261508,id,Bahasa indonesia
70224,ms,Bahasa melayu
232018,hi,हिन्दी
238407,en,English
238407,iu,
41498,ja,日本語
176983,ja,日本語
80521,en,English
13293,en,English
101299,en,English
57158,en,English
64686,en,English
64686,ja,日本語
42461,de,Deutsch
153820,fr,Français
46997,ru,Pусский
58258,en,English
58258,fr,Français
58258,es,Español
24506,en,English
129405,en,English
169219,en,English
37429,tr,Türkçe
51402,en,English
51402,sv,svenska
51402,is,Íslenska
51402,ar,العربية
61194,en,English
171861,en,English
194509,en,English
4578,en,English
146239,en,English
41602,en,English
41602,ro,Română
293092,fi,suomi
15991,en,English
204435,hi,हिन्दी
204435,ru,Pусский
204435,te,తెలుగు
206188,en,English
124517,en,English
124517,fr,Français
124517,ja,日本語
188044,en,English
275905,en,English
42286,en,English
200462,en,English
154663,en,English
218329,en,English
42870,en,English
42870,it,Italiano
85024,en,English
231472,fi,suomi
3030,en,English
52608,en,English
121642,it,Italiano
121642,en,English
121642,bs,Bosanski
25781,en,English
202436,en,English
31035,no,Norsk
31035,sv,svenska
80662,ja,日本語
107311,en,English
27294,en,English
239747,fr,Français
36618,lt,Lietuvikai
36618,ru,Pусский
36618,en,English
94639,pt,Português
94639,es,Español
40466,en,English
252622,en,English
109445,en,English
31297,ja,日本語
18547,en,English
64534,fr,Français
77403,en,English
162494,en,English
162850,en,English
200713,fr,Français
75564,en,English
137174,en,English
42732,en,English
60366,en,English
140750,en,English
31332,fr,Français
31332,it,Italiano
110919,de,Deutsch
110919,sr,Srpski
201749,en,English
201749,fr,Français
37445,en,English
187628,sv,svenska
51859,ja,日本語
86829,en,English
39378,es,Español
106646,fr,Français
106646,en,English
204082,en,English
30877,en,English
30877,it,Italiano
2072,en,English
4839,de,Deutsch
4839,en,English
4839,fr,Français
46793,cs,Český
43254,en,English
155096,ko,한국어/조선말
192136,en,English
192136,af,Afrikaans
192136,xh,
152737,en,English
21930,ja,日本語
16692,ja,日本語
16693,ja,日本語
57210,en,English
180048,ml,
209282,fr,Français
209282,it,Italiano
215739,fi,suomi
136850,en,English
134366,en,English
75629,ja,日本語
58043,en,English
58043,fr,Français
214597,en,English
158916,en,English
174311,en,English
41831,en,English
212063,en,English
158994,en,English
44038,en,English
89883,en,English
22899,ja,日本語
16985,en,English
168672,en,English
116745,en,English
152601,en,English
18510,ja,日本語
18511,ja,日本語
39260,de,Deutsch
39260,ja,日本語
163392,en,English
90563,en,English
35637,ar,العربية
35637,fr,Français
35637,it,Italiano
86817,en,English
184314,fr,Français
184314,de,Deutsch
48880,en,English
107916,es,Español
54236,es,Español
59833,en,English
54283,ja,日本語
177203,en,English
159142,en,English
172897,en,English
45697,en,English
215830,en,English
25028,en,English
264061,en,English
57047,en,English
57047,fr,Français
57047,de,Deutsch
57047,sr,Srpski
55547,de,Deutsch
55547,en,English
121636,en,English
238478,en,English
178290,en,English
40448,en,English
176297,en,English
223389,de,Deutsch
43967,ja,日本語
14569,en,English
14569,pl,Polski
64632,de,Deutsch
64632,en,English
193756,en,English
47257,pl,Polski
47257,en,English
28769,de,Deutsch
146712,en,English
18624,ja,日本語
197033,en,English
115023,de,Deutsch
132141,pl,Polski
87392,pt,Português
121573,en,English
5546,en,English
214083,en,English
47794,en,English
210024,en,English
29600,en,English
18231,en,English
140823,en,English
236661,ja,日本語
236661,en,English
107978,sv,svenska
99880,fr,Français
89995,en,English
85494,en,English
18977,en,English
40897,ja,日本語
54265,ja,日本語
69717,en,English
69717,de,Deutsch
49152,it,Italiano
8985,cs,Český
8985,da,Dansk
8985,de,Deutsch
8985,fi,suomi
8985,fr,Français
8985,it,Italiano
8985,lt,Lietuvikai
8985,lb,
8985,mt,Malti
8985,nl,Nederlands
8985,pl,Polski
8985,pt,Português
8985,sk,Slovenčina
8985,sl,Slovenščina
8985,es,Español
8985,sv,svenska
8985,tr,Türkçe
8985,el,ελληνικά
8985,en,English
18619,en,English
18619,de,Deutsch
186279,en,English
40955,en,English
54272,ja,日本語
176389,fr,Français
167502,en,English
57830,ro,Română
183258,en,English
241765,en,English
157351,en,English
15216,en,English
49852,da,Dansk
49852,en,English
220674,en,English
164123,en,English
92675,en,English
40059,en,English
110548,en,English
38792,en,English
38792,hu,Magyar
256750,hr,Hrvatski
45130,fr,Français
45130,de,Deutsch
29130,fr,Français
29565,fr,Français
54274,ja,日本語
54273,ja,日本語
234652,en,English
19604,en,English
127913,is,Íslenska
29128,fr,Français
67750,en,English
77161,en,English
75300,en,English
116853,fr,Français
228331,en,English
20986,ja,日本語
23452,ja,日本語
140447,es,Español
18269,en,English
87516,en,English
114903,es,Español
29129,fr,Français
29129,it,Italiano
25866,fr,Français
209232,de,Deutsch
54275,ja,日本語
21410,ja,日本語
54276,ja,日本語
109443,en,English
84192,en,English
170039,en,English
173301,en,English
173301,fr,Français
173301,de,Deutsch
187541,en,English
172499,el,ελληνικά
213015,cn,广州话 / 廣州話
213015,zh,普通话
230170,en,English
82362,en,English
82362,it,Italiano
42892,it,Italiano
210041,en,English
174325,en,English
45241,en,English
45241,fr,Français
58799,en,English
70490,en,English
70490,it,Italiano
110415,en,English
110415,fr,Français
110415,ja,日本語
110415,ko,한국어/조선말
37129,ru,Pусский
20894,ru,Pусский
20878,ru,Pусский
69278,es,Español
121691,en,English
58899,en,English
40342,en,English
40342,it,Italiano
139718,en,English
166271,en,English
42213,en,English
158990,en,English
27190,en,English
430985,en,English
154226,en,English
37168,fr,Français
180894,en,English
180894,ja,日本語
21138,en,English
11367,it,Italiano
39055,en,English
245226,en,English
142487,es,Español
95383,en,English
67737,it,Italiano
54861,cn,广州话 / 廣州話
86331,fr,Français
103742,ru,Pусский
83869,en,English
74626,sv,svenska
11039,en,English
11039,it,Italiano
62989,en,English
78362,en,English
43766,fa,فارسی
82679,en,English
91551,en,English
91551,de,Deutsch
85469,de,Deutsch
79113,en,English
79113,fr,Français
233063,de,Deutsch
289336,fi,suomi
289336,ru,Pусский
289336,sv,svenska
189803,fr,Français
118778,fr,Français
420743,fa,فارسی
5995,sv,svenska
246314,de,Deutsch
203060,fi,suomi
130233,de,Deutsch
130694,de,Deutsch
117467,de,Deutsch
52477,en,English
176085,en,English
174358,en,English
174358,zh,普通话
228407,fa,فارسی
398452,fa,فارسی
229974,ru,Pусский
169881,en,English
27584,en,English
174928,de,Deutsch
37420,en,English
37420,fr,Français
37420,de,Deutsch
37420,es,Español
199782,en,English
199782,it,Italiano
28323,en,English
328069,fa,فارسی
253988,fa,فارسی
214139,nl,Nederlands
25583,sv,svenska
186929,nl,Nederlands
186929,en,English
224950,en,English
46445,en,English
46445,it,Italiano
14499,en,English
54277,ja,日本語
149725,en,English
163795,en,English
163795,el,ελληνικά
128151,de,Deutsch
127866,el,ελληνικά
100812,it,Italiano
225747,en,English
185267,en,English
28981,en,English
119278,en,English
8213,en,English
8213,de,Deutsch
25707,en,English
328631,fi,suomi
211233,fi,suomi
84283,en,English
69406,en,English
69406,fr,Français
171910,en,English
64807,en,English
229296,en,English
17478,en,English
17478,de,Deutsch
17478,hi,हिन्दी
230864,en,English
72123,en,English
171698,ar,العربية
171698,en,English
13194,en,English
35076,en,English
30077,en,English
259311,en,English
252385,en,English
209504,en,English
240629,en,English
195269,en,English
35718,it,Italiano
58061,it,Italiano
265111,en,English
265111,fi,suomi
115283,en,English
159024,en,English
84152,en,English
66469,en,English
227348,en,English
152603,tr,Türkçe
152603,ar,العربية
152603,en,English
152603,fr,Français
101740,ja,日本語
170309,de,Deutsch
32616,fr,Français
36671,en,English
81462,en,English
13632,en,English
13632,fr,Français
76127,en,English
183654,hi,हिन्दी
183654,ur,اردو
257618,es,Español
31013,en,English
41932,en,English
54229,is,Íslenska
83678,sv,svenska
15826,da,Dansk
37488,en,English
42329,en,English
72091,en,English
191714,en,English
191714,hi,हिन्दी
114718,nl,Nederlands
143777,en,English
124409,en,English
14432,en,English
199177,bg,български език
199177,de,Deutsch
199177,el,ελληνικά
199177,es,Español
107445,de,Deutsch
107445,en,English
107445,ru,Pусский
124623,en,English
39516,pl,Polski
40034,en,English
245775,ja,日本語
245775,fr,Français
245775,ru,Pусский
245775,en,English
245775,ar,العربية
53389,fr,Français
8434,en,English
8434,fr,Français
8434,de,Deutsch
8434,it,Italiano
206183,en,English
122796,en,English
122796,fr,Français
317246,es,Español
111473,en,English
204810,de,Deutsch
204810,he,עִבְרִית
204810,en,English
126963,en,English
126963,ja,日本語
136735,en,English
136735,es,Español
153158,es,Español
153158,en,English
56965,en,English
243531,en,English
290075,ko,한국어/조선말
292062,en,English
95410,en,English
54773,en,English
120497,en,English
95504,en,English
177945,ja,日本語
127560,en,English
83896,en,English
277809,en,English
118289,en,English
109391,en,English
159128,en,English
39102,en,English
39102,ja,日本語
150249,en,English
94747,en,English
89581,en,English
90966,en,English
24671,en,English
24671,de,Deutsch
96944,en,English
190880,es,Español
190880,fr,Français
190880,en,English
190880,de,Deutsch
173467,en,English
193638,en,English
4949,en,English
27093,fr,Français
225235,ru,Pусский
245170,en,English
245170,de,Deutsch
245170,ja,日本語
16076,en,English
16076,et,Eesti
16076,sv,svenska
33114,no,Norsk
152206,en,English
173480,en,English
206408,fr,Français
206408,en,English
206408,es,Español
206408,cn,广州话 / 廣州話
206408,yi,
176068,en,English
168806,sv,svenska
39148,ja,日本語
73554,en,English
38189,en,English
63954,en,English
113594,en,English
60140,en,English
75507,en,English
110391,en,English
110391,fa,فارسی
110391,tr,Türkçe
75404,fa,فارسی
173340,en,English
256122,pt,Português
159002,en,English
159002,ja,日本語
140174,en,English
211024,en,English
126749,en,English
168530,en,English
84971,en,English
81867,en,English
20305,en,English
137094,en,English
157350,en,English
6418,en,English
6418,fr,Français
31334,ja,日本語
15494,en,English
240916,en,English
54642,en,English
91052,fr,Français
221667,fr,Français
51259,fr,Français
182972,en,English
95943,en,English
159037,ar,العربية
102207,fr,Français
52395,en,English
91817,en,English
79316,en,English
242661,de,Deutsch
163875,en,English
81600,nl,Nederlands
19551,en,English
19551,de,Deutsch
31769,ja,日本語
91380,fr,Français
2442,en,English
29403,en,English
101352,fr,Français
55922,en,English
55922,pt,Português
84178,en,English
41374,en,English
59145,ar,العربية
59145,fr,Français
10958,ar,العربية
10958,en,English
118011,es,Español
26657,en,English
135855,en,English
88293,en,English
159932,en,English
28062,sv,svenska
21072,sv,svenska
37351,fr,Français
33998,fr,Français
39311,en,English
161315,en,English
61663,fr,Français
56906,en,English
31780,en,English
164353,en,English
297560,el,ελληνικά
266549,el,ελληνικά
266549,en,English
134096,es,Español
138977,en,English
109259,en,English
89445,en,English
75020,en,English
156965,en,English
71622,es,Español
11188,en,English
177047,en,English
331958,el,ελληνικά
288526,el,ελληνικά
72872,en,English
174344,en,English
25003,en,English
52150,tr,Türkçe
78308,en,English
114638,en,English
217993,en,English
217993,de,Deutsch
34131,ja,日本語
174671,en,English
157384,en,English
136727,fr,Français
136727,ro,Română
136727,es,Español
56647,es,Español
185008,hi,हिन्दी
199423,en,English
24475,en,English
215991,en,English
21073,de,Deutsch
11765,en,English
104710,el,ελληνικά
104710,en,English
104710,es,Español
92834,tr,Türkçe
126783,en,English
92647,ar,العربية
92647,hr,Hrvatski
92647,en,English
92647,ko,한국어/조선말
92647,sr,Srpski
92647,es,Español
92647,sv,svenska
19199,de,Deutsch
126319,fr,Français
111421,en,English
57680,en,English
72465,fr,Français
69746,fr,Français
114888,en,English
104086,fr,Français
222911,en,English
250769,en,English
184846,en,English
84690,en,English
65374,en,English
36075,ja,日本語
117773,en,English
78239,en,English
76268,fr,Français
7269,en,English
207769,en,English
137968,en,English
12758,it,Italiano
173185,fr,Français
173185,en,English
42262,en,English
42456,en,English
180383,en,English
29007,fi,suomi
22264,en,English
96482,en,English
218689,en,English
107430,en,English
100241,en,English
378240,ja,日本語
72013,en,English
72013,ja,日本語
44969,en,English
44693,en,English
54102,en,English
208529,en,English
253077,en,English
157099,en,English
48397,en,English
181886,en,English
72767,en,English
72767,ru,Pусский
127687,en,English
107203,pt,Português
112575,pt,Português
112575,es,Español
216369,pt,Português
171540,ar,العربية
171540,he,עִבְרִית
171540,es,Español
164328,de,Deutsch
37564,en,English
54312,cs,Český
27960,tr,Türkçe
33031,en,English
30123,en,English
186992,fr,Français
130150,en,English
184352,fr,Français
136437,fr,Français
100898,nl,Nederlands
15359,en,English
236399,en,English
33280,da,Dansk
33280,no,Norsk
17940,en,English
2180,sv,svenska
100063,en,English
21435,fr,Français
90728,en,English
36299,en,English
59744,en,English
157841,en,English
45266,en,English
11927,de,Deutsch
11927,no,Norsk
11927,pl,Polski
11927,es,Español
19400,fr,Français
19400,en,English
40352,en,English
40352,it,Italiano
59118,fr,Français
242033,en,English
47831,xx,No Language
44516,es,Español
79919,de,Deutsch
177888,en,English
66892,en,English
234155,eu,euskera
234155,es,Español
170234,en,English
54278,ja,日本語
54279,ja,日本語
26947,ja,日本語
160068,en,English
160068,es,Español
60025,fr,Français
14028,en,English
14028,es,Español
137748,et,Eesti
137748,sv,svenska
104211,en,English
144121,en,English
152760,en,English
152760,de,Deutsch
152760,ru,Pусский
152760,fr,Français
150093,en,English
137106,en,English
32996,en,English
106573,en,English
106573,fr,Français
136582,fr,Français
97794,en,English
97794,tl,
97020,en,English
58427,en,English
58427,de,Deutsch
209247,en,English
99608,en,English
91101,en,English
83665,en,English
61501,en,English
249397,en,English
83564,en,English
118513,sv,svenska
45930,en,English
137566,en,English
2594,fr,Français
253445,fi,suomi
24685,fr,Français
49729,fr,Français
75090,en,English
43191,en,English
42325,en,English
87293,en,English
219318,el,ελληνικά
219318,fr,Français
219318,sq,shqip
172890,fr,Français
87358,it,Italiano
87358,en,English
87358,de,Deutsch
74461,en,English
20756,en,English
16032,da,Dansk
4883,en,English
27952,tr,Türkçe
52147,tr,Türkçe
190341,fi,suomi
103717,fr,Français
144336,en,English
120143,vi,Tiếng Việt
258126,sv,svenska
41109,de,Deutsch
41109,hi,हिन्दी
41109,tr,Türkçe
25519,hi,हिन्दी
47100,fa,فارسی
141614,fi,suomi
17794,fi,suomi
17794,pl,Polski
17794,ru,Pусский
33801,it,Italiano
146490,en,English
140873,en,English
141043,en,English
246320,fr,Français
197082,de,Deutsch
197082,fr,Français
84362,es,Español
67793,cn,广州话 / 廣州話
