budget,id,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,release_year,return
0,121446,en,0.166566,2012-07-16,0.0,61,Released,Birders: The Central Park Effect,8.0,2.0,2012,0
0,144481,en,0.414219,2012-06-12,0.0,120,Released,41,5.0,1.0,2012,0
0,233805,it,1.282949,2009-04-04,0.0,0,Released,Bakhita,7.0,4.0,2009,0
3000000,158015,en,23.207663,2013-05-31,89328627.0,86,Released,The Purge,6.0,2498.0,2013,29.78
0,182499,en,0.476993,1993-11-03,0.0,93,Released,The Neighbor,5.8,4.0,1993,0
0,79201,en,0.420825,2011-04-24,0.0,94,Released,God Bless Ozzy Osbourne,5.3,11.0,2011,0
0,121677,en,6.231928,2013-03-17,519535.0,130,Released,The Reluctant Fundamentalist,6.6,80.0,2013,0
0,174188,en,9.603327,2013-06-07,0.0,85,Released,Rapture-Palooza,4.9,91.0,2013,0
0,97562,en,0.042096,2010-01-01,0.0,80,Released,100 years of evil,5.5,1.0,2010,0
0,135317,de,0.198423,2012-09-28,0.0,0,Released,Speed - In Search of Lost Time,8.6,5.0,2012,0
0,51844,en,0.612802,2007-05-23,0.0,94,Released,After Him,5.8,5.0,2007,0
0,40244,en,1.014505,1966-11-21,0.0,89,Released,The Witches,6.3,20.0,1966,0
0,52034,en,1.658163,2009-09-05,0.0,71,Released,Tetsuo: The Bullet Man,5.5,24.0,2009,0
1000000,159014,en,8.283621,2013-06-14,0.0,89,Released,20 Feet from Stardom,7.4,85.0,2013,0
0,84765,tl,0.009192,1977-01-01,0.0,93,Released,Perfumed Nightmare,10.0,2.0,1977,0
500000,25111,en,1.522173,1990-05-11,0.0,81,Released,Far Out Man,5.1,9.0,1990,0
0,194099,en,0.011845,2011-10-25,0.0,61,Released,Out Late,0.0,0.0,2011,0
0,91334,en,0.006025,2010-07-28,0.0,0,Released,Bad Blood: A Cautionary Tale,0.0,0.0,2010,0
0,105965,en,4.01161,2012-09-03,0.0,89,Released,Beverly Hills Chihuahua 3 - Viva La Fiesta!,5.8,33.0,2012,0
0,39279,en,0.523995,2008-10-03,0.0,39,Released,AM1200,7.2,5.0,2008,0
0,224600,en,1.252001,1970-09-06,0.0,107,Released,The Executioner,7.0,2.0,1970,0
0,250625,en,0.01982,2008-03-05,0.0,115,Released,Looking for Palladin,0.0,0.0,2008,0
15000000,96936,en,7.913029,2013-06-12,19145732.0,90,Released,The Bling Ring,5.3,1205.0,2013,1.28
0,6636,en,0.168087,2007-04-01,0.0,67,Released,The Mugger,5.1,4.0,2007,0
200000000,62211,en,16.267502,2013-06-20,743559607.0,104,Released,Monsters University,7.0,3622.0,2013,3.72
0,388046,pt,0.008236,2012-04-25,0.0,nan,Released,Donos de Portugal,0.0,0.0,2012,0
0,192538,en,5.093586,2013-07-05,641.0,99,Released,Hammer of the Gods,4.4,95.0,2013,0
0,112161,en,0.125429,2012-06-01,0.0,95,Released,6 Month Rule,5.7,3.0,2012,0
0,88057,en,0.564126,2010-09-17,0.0,92,Released,A Beginner's Guide to Endings,6.4,11.0,2010,0
0,51795,en,0.732773,2010-12-14,0.0,97,Released,The War You Don't See,7.0,10.0,2010,0
0,160085,de,4.372036,2013-01-10,0.0,110,Released,Schlussmacher,5.8,67.0,2013,0
0,104739,fr,0.164233,1993-09-16,0.0,107,Released,From the East,8.0,4.0,1993,0
0,131478,pt,0.013577,1979-11-25,0.0,260,Released,Doomed Love,8.0,2.0,1979,0
0,167494,bn,2.87607,1974-01-01,0.0,120,Released,"Reason, Debate and a Story",5.0,1.0,1974,0
0,119838,en,4.1e-05,1979-02-11,0.0,161,Released,Julius Caesar,0.0,0.0,1979,0
0,35862,en,0.52976,1975-01-01,0.0,80,Released,Wedding Trough,4.3,15.0,1975,0
0,39544,ja,1.919196,2009-08-22,0.0,98,Released,Oblivion Island: Haruka and the Magic Mirror,6.2,12.0,2009,0
0,96599,en,3.928695,2012-03-11,0.0,98,Released,Eden,6.5,59.0,2012,0
0,68556,es,1.350744,2011-05-17,0.0,133,Released,Days of Grace,6.1,5.0,2011,0
0,80518,ja,2.463401,2011-07-02,7401480.0,110,Released,Fullmetal Alchemist: The Sacred Star of Milos,6.9,55.0,2011,0
750000,201485,en,0.618902,2013-06-18,0.0,92,Released,American Idiots,4.3,9.0,2013,0
6000000,103620,en,8.804658,2012-12-26,31081.0,89,Released,Maniac,5.9,322.0,2012,0.01
0,120292,en,6.431209,2012-07-12,0.0,97,Released,Not Suitable For Children,5.3,49.0,2012,0
0,128124,en,0.518664,2012-09-09,0.0,86,Released,The Lesser Blessed,6.3,8.0,2012,0
0,108726,en,3.206962,2013-06-30,0.0,86,Released,A Common Man,5.5,23.0,2013,0
180000000,68726,en,33.949359,2013-07-11,407602906.0,131,Released,Pacific Rim,6.7,4903.0,2013,2.26
0,177271,en,1.607783,2013-05-20,0.0,71,Released,Lego Batman: The Movie - DC Super Heroes Unite,6.4,81.0,2013,0
13500000,152742,en,8.995603,2013-01-01,19255873.0,124,Released,The Best Offer,7.7,719.0,2013,1.43
0,138907,en,1.83717,2012-10-26,0.0,87,Released,Sassy Pants,5.6,25.0,2012,0
0,141955,en,0.816407,1968-11-27,0.0,94,Released,A Flea In Her Ear,5.0,1.0,1968,0
0,118998,en,0.350902,1961-08-25,0.0,109,Released,Ada,6.0,1.0,1961,0
0,53928,en,1.621741,2005-11-05,0.0,91,Released,Adam and Eve,3.9,13.0,2005,0
200000000,72190,en,26.114917,2013-06-20,531865000.0,116,Released,World War Z,6.7,5683.0,2013,2.66
115000000,68724,en,15.232738,2013-08-07,286140700.0,109,Released,Elysium,6.4,3510.0,2013,2.49
0,159004,en,6.413287,2013-01-18,0.0,87,Released,Dirty Wars,7.1,58.0,2013,0
0,82134,en,0.560975,2004-01-18,0.0,120,Released,I Want to Marry Ryan Banks,5.0,12.0,2004,0
0,41586,en,5.19009,1999-12-07,0.0,91,Released,K-911,5.2,50.0,1999,0
0,59584,en,1.060894,1938-04-07,0.0,72,Released,Mr. Moto's Gamble,6.3,5.0,1938,0
2000000,126337,en,7.536984,2012-09-21,0.0,92,Released,Unconditional,6.3,29.0,2012,0
0,38178,en,0.002001,1987-11-20,0.0,84,Released,Sign 'o' the Times,7.3,8.0,1987,0
0,39982,en,1.239,1981-10-14,0.0,90,Released,Just Before Dawn,6.7,29.0,1981,0
0,159154,en,8.469808,2013-05-24,602042.0,127,Released,We Steal Secrets: The Story of WikiLeaks,6.2,58.0,2013,0
6000000,127373,en,8.535611,2013-05-02,1066471.0,93,Post Production,What Maisie Knew,7.4,149.0,2013,0.18
0,31221,en,1.31226,2008-12-01,0.0,90,Released,Dragon Hunter,3.3,11.0,2008,0
3774400,185562,de,1.559884,2013-03-12,0.0,99,Released,Shark Alarm at Müggel Lake,6.1,12.0,2013,0
0,106049,en,0.296815,2012-04-21,0.0,92,Released,The Revisionaries,6.4,5.0,2012,0
0,58293,en,1.087084,1968-02-07,0.0,95,Released,The Anniversary,6.8,11.0,1968,0
0,262528,en,0.041885,1959-12-18,0.0,85,Released,The Purple Gang,0.0,0.0,1959,0
0,137037,en,0.217022,1972-03-02,0.0,104,Released,The Death of Maria Malibran,7.8,5.0,1972,0
0,125374,en,0.035301,1971-03-12,0.0,105,Released,Minamata: The Victims and Their World,5.0,1.0,1971,0
0,126277,en,9.912269,2012-05-31,0.0,98,Released,American Mary,5.8,167.0,2012,0
0,130358,en,1.267272,2012-11-25,0.0,88,Released,Liz & Dick,4.1,15.0,2012,0
6800000,199687,hi,0.168763,2013-06-07,0.0,154,Released,Yamla Pagla Deewana 2,2.8,3.0,2013,0
125687,174772,en,6.964263,2013-06-27,0.0,90,Released,Europa Report,6.2,549.0,2013,0
0,67272,sv,0.567912,2001-09-21,0.0,101,Released,Känd från TV,5.0,3.0,2001,0
27000000,179826,en,7.090029,2013-04-16,0.0,100,Released,Odd Thomas,6.6,370.0,2013,0
0,180050,ro,0.36048,2004-02-05,0.0,15,Released,Cigarettes and Coffee,4.0,2.0,2004,0
0,101449,en,1.047845,2012-04-11,0.0,78,Released,Jim Gaffigan: Mr. Universe,7.2,20.0,2012,0
0,42527,en,0.103888,1971-01-17,0.0,88,Released,The Projectionist,7.0,1.0,1971,0
0,120303,es,0.510668,1957-10-04,0.0,95,Released,The Vampire,6.5,5.0,1957,0
0,153420,ja,0.582263,2001-03-24,0.0,95,Released,Love Ghost,5.8,4.0,2001,0
0,55655,fi,0.155071,2009-05-01,0.0,87,Released,The Sound of Insects: Record of a Mummy,7.7,3.0,2009,0
0,83342,de,0.992885,2011-12-28,0.0,87,Released,Blutzbrüdaz,5.6,23.0,2011,0
76000000,93456,en,24.82355,2013-06-25,970761885.0,98,Released,Despicable Me 2,7.0,4729.0,2013,12.77
150000000,117251,en,9.920223,2013-06-27,205366737.0,131,Released,White House Down,6.3,1910.0,2013,1.37
20000000,107985,en,9.830382,2013-07-18,46089287.0,109,Released,The World's End,6.7,1820.0,2013,2.3
0,118690,en,0.941501,2012-08-24,0.0,85,Released,Keith Lemon: The Film,2.7,11.0,2012,0
0,139329,zh,1.678013,2012-11-01,311.0,145,Released,Back to 1942,5.3,14.0,2012,0
20000000,136418,en,8.801032,2013-05-07,8352885.0,100,Released,Hummingbird,5.9,587.0,2013,0.42
0,167726,sv,0.343246,2013-02-20,0.0,99,Released,Love and Lemons,4.9,8.0,2013,0
0,86410,en,0.101706,2011-08-01,0.0,87,Released,The Hounds,4.0,2.0,2011,0
43000000,136795,en,12.706403,2013-06-27,158674180.0,117,Released,The Heat,6.5,1595.0,2013,3.69
0,128276,en,0.393771,2013-01-11,0.0,87,Released,May I Kill U?,4.4,5.0,2013,0
0,120555,en,0.424395,1961-04-24,0.0,98,Released,Very Important Person,4.9,5.0,1961,0
1850000,44646,en,0.719257,2010-08-24,0.0,84,Released,The Last Seven,3.3,9.0,2010,0
255000000,57201,en,12.729104,2013-07-03,89289910.0,149,Released,The Lone Ranger,5.9,2361.0,2013,0.35
15000000,121936,fr,4.143244,2012-06-27,0.0,110,Released,Happiness Never Comes Alone,6.2,133.0,2012,0
0,80597,en,0.347137,2010-01-24,0.0,88,Released,My Perestroika,7.7,3.0,2010,0
0,193878,en,0.151177,1951-09-02,0.0,91,Released,A Millionaire for Christy,7.3,3.0,1951,0
0,25789,en,6.930899,1999-11-19,0.0,170,Released,Aftershock: Earthquake in New York,4.4,12.0,1999,0
0,80368,en,2.993009,1985-10-04,0.0,93,Released,The Doctor and the Devils,5.8,8.0,1985,0
0,117377,sv,0.498719,2012-09-20,0.0,100,Released,Flicker,6.3,3.0,2012,0
0,117530,en,0.859549,2010-09-16,0.0,88,Released,Hong Kong Confidential,6.0,2.0,2010,0
0,31460,en,2.476312,2002-01-01,0.0,97,Released,Life Without Dick,3.1,17.0,2002,0
0,114761,en,0.002363,2000-02-27,0.0,240,Released,The Beach Boys: An American Family,0.0,0.0,2000,0
0,151085,en,0.32164,1915-01-20,0.0,54,Released,Hypocrites,6.0,3.0,1915,0
0,72140,fr,0.328617,2007-11-24,0.0,90,Released,A Grandpa for Christmas,6.6,9.0,2007,0
0,120892,en,0.746099,1935-12-06,0.0,98,Released,"Ah, Wilderness!",3.7,3.0,1935,0
0,35381,en,4.806092,2001-01-21,0.0,95,Released,Crossfire Trail,5.4,9.0,2001,0
0,124157,ko,3.863016,2012-07-25,83519699.0,135,Released,The Thieves,6.7,76.0,2012,0
0,81167,en,2.945649,2011-11-20,0.0,192,Released,Woody Allen: A Documentary,7.5,56.0,2011,0
0,77449,ko,1.096971,2007-08-01,0.0,98,Released,Epitaph,6.4,14.0,2007,0
30000000,109099,en,10.260026,2012-09-07,0.0,100,Released,Passion,5.1,146.0,2012,0
0,159032,en,0.870165,2013-06-10,0.0,90,Released,Pussy Riot: A Punk Prayer,7.1,22.0,2013,0
0,29751,en,1.084614,2008-07-15,0.0,45,Released,Batman Unmasked: The Psychology of the Dark Knight,8.0,17.0,2008,0
0,44909,en,1.540257,1991-09-18,0.0,94,Released,Ghoulies III: Ghoulies Go to College,3.9,22.0,1991,0
0,30654,en,2.470516,1994-08-17,0.0,84,Released,Ghoulies IV,3.1,15.0,1994,0
6075000,127872,sv,3.908079,2012-11-09,0.0,140,Released,Call Girl,6.3,27.0,2012,0
0,38429,en,0.129789,2007-09-09,0.0,57,Released,Alive Day Memories: Home from Iraq,5.8,3.0,2007,0
0,124071,en,2.977883,2012-09-07,0.0,96,Released,How to Make Money Selling Drugs,6.8,46.0,2012,0
0,82447,sv,1.076739,2011-12-25,0.0,0,Released,The Stig-Helmer Story,4.8,12.0,2011,0
0,155055,en,1.485183,1997-04-04,0.0,172,Released,The Ice House,5.5,5.0,1997,0
0,24935,en,8.195958,2005-10-15,0.0,88,Released,Return of the Living Dead: Necropolis,3.7,27.0,2005,0
0,159117,en,10.714779,2013-06-06,21833.0,95,Released,V/H/S/2,6.0,300.0,2013,0
0,24939,en,8.186979,2005-10-15,0.0,86,Released,Return of the Living Dead: Rave to the Grave,4.3,21.0,2005,0
5000000,45556,en,5.270343,2010-05-30,0.0,92,Released,Arctic Blast,4.5,39.0,2010,0
0,159005,en,0.223415,2013-01-21,0.0,96,Released,Gideon's Army,6.2,6.0,2013,0
0,119844,en,0.328289,1983-11-05,0.0,147,Released,Macbeth,5.8,2.0,1983,0
0,136386,en,1.005983,2012-10-05,0.0,92,Released,The Knot,3.4,10.0,2012,0
0,141733,en,5.743909,2013-03-13,0.0,91,Released,Cottage Country,5.0,48.0,2013,0
0,43562,en,0.79082,1951-06-02,0.0,88,Released,Along the Great Divide,7.0,5.0,1951,0
0,359010,fr,0.011725,1946-02-17,0.0,60,Released,Ambush Trail,0.0,0.0,1946,0
0,36796,en,1.280278,1992-01-01,0.0,94,Released,American Samurai,5.4,8.0,1992,0
0,26018,en,3.292247,2010-10-08,0.0,74,Released,Food Matters,7.2,24.0,2010,0
0,20223,es,2.016527,2007-03-09,0.0,100,Released,Bad Girls,5.1,14.0,2007,0
0,19506,ja,4.404908,2008-10-25,0.0,120,Released,ICHI,6.8,36.0,2008,0
0,22765,en,3.108433,1982-09-28,0.0,96,Released,The Shadow Riders,5.3,13.0,1982,0
100000,57209,ru,1.50953,2010-12-12,0.0,106,Released,Inadequate People,6.9,22.0,2010,0
0,108209,en,0.160727,1934-11-10,0.0,90,Released,Kid Millions,5.3,3.0,1934,0
2500000,157386,en,8.098964,2013-08-02,6854611.0,95,Released,The Spectacular Now,6.8,1074.0,2013,2.74
0,112200,en,11.26248,2012-09-07,1065881.0,112,Released,Thanks for Sharing,5.7,164.0,2012,0
0,157375,en,5.499664,2013-08-30,0.0,98,Released,The Lifeguard,5.2,126.0,2013,0
0,154779,en,0.041734,2010-10-09,0.0,74,Released,Ed Hardy: Tattoo the World,4.0,1.0,2010,0
0,132064,en,5.003941,2011-08-25,0.0,90,Released,Vile,4.8,51.0,2011,0
0,112198,fr,7.038718,2012-04-25,0.0,109,Released,What's in a Name,7.2,433.0,2012,0
0,439056,en,0.007879,2010-12-23,0.0,119,Released,Partners: The Movie II,0.0,0.0,2010,0
0,127846,da,5.945296,2012-02-26,0.0,103,Released,A Hijacking,6.7,101.0,2012,0
0,179270,en,0.005882,2010-01-01,0.0,79,Released,Tell Me and I Will Forget,0.0,0.0,2010,0
0,45875,en,1.15884,1996-10-30,0.0,90,Released,Trilogy of Terror II,5.8,9.0,1996,0
0,193346,en,0.742895,2013-07-03,0.0,100,Released,Big Star: Nothing Can Hurt Me,6.8,10.0,2013,0
0,159166,en,0.153191,2013-01-20,0.0,79,Released,Which Way Is The Front Line From Here? The Life and Time of Tim Hetherington,7.4,4.0,2013,0
0,91063,en,0.273974,1967-04-14,0.0,86,Released,It's a Bikini World,2.0,2.0,1967,0
0,116340,en,0.845067,2012-06-15,0.0,93,Released,Dead Man's Burden,5.3,6.0,2012,0
0,173210,en,2.82234,2013-06-20,0.0,106,Released,Downloaded,6.6,37.0,2013,0
0,157115,en,5.305049,2013-08-09,0.0,81,Released,Jug Face,5.3,71.0,2013,0
0,181649,en,0.01265,1934-05-01,0.0,103,Released,Chu Chin Chow,0.0,0.0,1934,0
7000000,199327,ru,2.242009,2013-06-05,0.0,108,Released,Gagarin: First in Space,6.4,26.0,2013,0
0,126523,ru,0.10575,1972-04-12,0.0,166,Released,Taming of the Fire,5.0,3.0,1972,0
1000000,205321,en,4.928195,2013-07-11,0.0,86,Released,Sharknado,3.8,484.0,2013,0
0,106848,en,0.48737,1980-05-25,0.0,210,Released,Hamlet,4.0,3.0,1980,0
0,61330,en,0.165904,2010-07-01,0.0,0,Released,Please Remove Your Shoes,5.8,3.0,2010,0
0,178946,en,0.429412,2013-03-14,0.0,81,Released,Craig Ferguson: I'm Here to Help,5.9,7.0,2013,0
0,60824,fr,0.380269,1991-05-22,0.0,0,Released,Lune Froide,7.5,2.0,1991,0
0,111969,en,6.715938,2012-09-09,81071.0,97,Released,Stuck in Love,7.3,657.0,2012,0
0,30963,en,5.196912,1992-06-05,0.0,98,Released,Class Act,6.3,22.0,1992,0
0,61198,en,0.517199,2011-05-13,40836.0,92,Released,How to Live Forever,5.5,2.0,2011,0
0,404211,en,0.208333,1999-09-06,0.0,88,Released,ATF,4.0,2.0,1999,0
0,24646,sv,2.059092,1991-12-25,0.0,107,Released,Den ofrivillige golfaren,4.6,19.0,1991,0
2000000,5898,en,10.28123,1990-01-16,0.0,85,Released,Brain Dead,5.8,18.0,1990,0
0,157354,en,13.305596,2013-07-25,17385830.0,85,Released,Fruitvale Station,7.3,397.0,2013,0
520,173914,lv,0.014823,2013-03-07,0.0,nan,Released,Sēņotāji,0.0,0.0,2013,0
0,116432,lv,0.001586,1981-07-12,0.0,88,Released,A Limousine the Colour of Midsummer's Eve,5.0,1.0,1981,0
0,247749,lv,0.348978,1974-01-03,0.0,76,Released,Apple in the River,7.0,1.0,1974,0
0,64519,en,0.228266,2008-10-24,0.0,95,Released,Making a Killing: The Untold Story of Psychotropic Drugging,9.0,1.0,2008,0
0,101609,en,0.062185,2009-11-12,0.0,85,Released,Pax Americana and the Weaponization of Space,0.0,0.0,2009,0
0,132939,en,0.392813,1965-08-01,0.0,88,Released,Arizona Raiders,6.3,4.0,1965,0
4600000,206324,hi,4.342418,2013-07-12,25000000.0,186,Released,Bhaag Milkha Bhaag,7.3,62.0,2013,5.43
0,206851,hi,1.462374,2013-07-19,0.0,153,Released,D-Day,6.4,10.0,2013,0
0,29345,en,1.292125,1989-01-20,858591.0,90,Released,The Terror Within,5.1,10.0,1989,0
10000000,133339,fr,1.141545,1995-01-13,0.0,99,Released,The Surgeon,6.6,5.0,1995,0
40000000,149085,zh,3.164718,2012-10-25,0.0,100,Released,Tai Chi Hero,5.9,33.0,2012,0
0,30183,en,0.414715,1945-05-01,0.0,69,Released,Zombies on Broadway,4.7,6.0,1945,0
130000000,49524,en,9.369679,2013-07-18,61648500.0,96,Released,R.I.P.D.,5.4,1280.0,2013,0.47
0,41180,en,3.723562,2010-07-19,0.0,88,Released,The Client List,5.4,67.0,2010,0
3500000,183011,en,9.527559,2013-07-28,0.0,75,Released,Justice League: The Flashpoint Paradox,7.3,458.0,2013,0
0,62441,en,3.412706,2011-01-02,0.0,90,Released,United,7.0,39.0,2011,0
0,197602,en,0.33135,1966-02-01,0.0,88,Released,Death Is a Woman,0.0,0.0,1966,0
0,182127,en,1.54105,2013-03-22,37884.0,100,Released,Ip Man: The Final Fight,6.0,131.0,2013,0
5000000,199420,en,6.637114,2013-07-12,0.0,107,Released,Pawn Shop Chronicles,5.6,74.0,2013,0
0,77663,en,13.382027,2013-07-12,39881.0,91,Released,Killing Season,5.3,425.0,2013,0
0,129507,hi,0.966606,2012-08-31,0.0,0,Released,Joker,3.3,10.0,2012,0
0,260156,en,0.110953,2005-11-04,0.0,82,Released,Gitmo,5.5,2.0,2005,0
0,100287,da,0.020993,2010-11-10,0.0,0,Released,My Avatar and Me,0.0,0.0,2010,0
0,77173,en,1.17773,1968-02-01,0.0,88,Released,The Blood Beast Terror,5.9,9.0,1968,0
0,119928,en,0.653579,1981-10-04,0.0,204,Released,Othello,9.5,2.0,1981,0
0,179111,en,13.567726,2013-07-05,32846.0,90,Released,A Field in England,6.3,71.0,2013,0
13000000,138843,en,14.90169,2013-07-18,318000141.0,112,Released,The Conjuring,7.4,3169.0,2013,24.46
0,28698,en,0.554708,2004-10-08,0.0,0,Released,Everything,4.8,5.0,2004,0
0,31122,en,0.252602,1964-01-01,0.0,78,Released,The Starfighters,1.2,5.0,1964,0
500000,54320,en,3.760776,2011-02-02,0.0,90,Released,Love,5.4,74.0,2011,0
0,51481,en,7.515436,2011-01-23,0.0,96,Released,Mean Girls 2,5.1,281.0,2011,0
16000000,178809,en,9.726664,2013-04-12,0.0,95,Released,The Colony,5.2,465.0,2013,0
2500000,79699,en,7.72479,2011-12-02,0.0,86,Released,A Warrior's Heart,5.4,25.0,2011,0
0,23431,en,0.187181,2007-01-11,0.0,120,Released,An Angel Named Billy,0.0,1.0,2007,0
0,172847,en,5.471865,2013-08-23,0.0,85,Released,Scenic Route,6.2,82.0,2013,0
0,39308,en,1.018994,1967-02-25,0.0,90,Released,Slave Girls,5.1,5.0,1967,0
0,43980,fa,0.478812,1989-01-01,0.0,120,Released,"Bashu, the Little Stranger",6.2,5.0,1989,0
0,5646,en,1.504398,1962-05-09,0.0,65,Released,Wild Gals of the Naked West,3.3,6.0,1962,0
0,209204,en,1.479249,2013-07-22,0.0,115,Released,The Cheshire Murders,5.9,18.0,2013,0
0,103173,en,2.255852,2012-02-11,0.0,90,Released,Dragon Age: Dawn of the Seeker,5.2,20.0,2012,0
0,87245,fr,0.461157,1947-09-19,0.0,105,Released,The Damned,3.9,5.0,1947,0
0,174322,en,0.405805,2013-04-20,0.0,125,Released,Gasland Part II,7.5,11.0,2013,0
0,216755,en,0.212655,2006-05-30,0.0,58,Released,The Human Behavior Experiments,8.4,5.0,2006,0
135000000,77950,en,8.979753,2013-07-11,282570682.0,96,Released,Turbo,6.1,1094.0,2013,2.09
0,42871,en,1.60834,1958-07-01,0.0,97,Released,Gunman's Walk,6.1,11.0,1958,0
0,173980,en,1.590978,2013-03-06,0.0,100,Released,The Devil's in the Details,3.8,9.0,2013,0
120000000,76170,en,3.918287,2013-07-23,415440673.0,126,Released,The Wolverine,6.3,4110.0,2013,3.46
250000,191231,en,0.061257,2012-04-18,0.0,105,Released,Sol,4.0,1.0,2012,0
859314,17303,en,6.91842,2007-10-11,0.0,75,Released,The Devil Dared Me To,5.6,11.0,2007,0
0,192990,en,0.632929,1965-08-31,0.0,105,Released,Sky West and Crooked,5.3,2.0,1965,0
0,81581,en,0.077778,2011-05-13,0.0,88,Released,Make Believe,6.0,2.0,2011,0
0,159344,de,4.77299,2013-02-09,0.0,112,Released,Gold,5.5,15.0,2013,0
0,75878,en,0.071988,2001-01-17,0.0,60,Released,Sacrificio: Who Betrayed Che Guevara,6.5,2.0,2001,0
0,23368,en,1.980374,2008-10-30,0.0,110,Released,Let's Make Money,7.5,12.0,2008,0
0,47089,en,1.31979,2003-09-12,0.0,85,Released,The Middle of the World,6.7,8.0,2003,0
0,159138,en,2.212038,2013-06-10,0.0,108,Released,The Crash Reel,8.0,31.0,2013,0
0,172533,en,7.745083,2013-08-23,343341.0,90,Released,Drinking Buddies,6.0,361.0,2013,0
0,123261,nb,1.188532,2012-09-21,0.0,92,Released,90 Minutes,4.9,5.0,2012,0
2500000,159092,en,4.899401,2013-09-06,0.0,98,Released,Hell Baby,4.9,93.0,2013,0
84000000,146216,en,11.04233,2013-07-18,0.0,116,Released,RED 2,6.4,1548.0,2013,0
0,59558,en,1.972494,1987-08-18,0.0,86,Released,Miami Connection,6.0,28.0,1987,0
0,177221,en,3.530559,2012-10-13,0.0,101,Released,The Battery,6.1,86.0,2012,0
0,198062,en,3.024814,2013-07-09,0.0,87,Released,Coffee Town,6.7,45.0,2013,0
0,19593,en,4.541138,1990-02-18,0.0,95,Released,The Death of the Incredible Hulk,4.2,20.0,1990,0
0,47404,en,0.081235,1939-12-15,0.0,59,Released,"Nick Carter, Master Detective",6.0,1.0,1939,0
0,180948,en,10.803734,2013-03-07,0.0,85,Released,Vehicle 19,5.0,229.0,2013,0
0,120393,tg,0.166991,2006-10-04,0.0,95,Released,To Get to Heaven First You Have to Die,6.3,3.0,2006,0
0,284231,en,0.350449,1991-09-06,0.0,94,Released,Tinpis Run,5.0,1.0,1991,0
0,66753,fr,0.365192,1991-05-15,0.0,97,Released,Out of Life,2.5,2.0,1991,0
1,46729,en,0.320755,2005-10-01,0.0,87,Released,Fetching Cody,6.8,6.0,2005,0
0,115046,en,1.2644,2012-01-27,0.0,92,Released,Black & White & Sex,6.3,12.0,2012,0
0,62843,cs,0.716033,1970-01-23,0.0,103,Released,Witchhammer,7.3,12.0,1970,0
0,117209,en,0.169469,2007-03-02,0.0,98,Released,Whisper of Sin,7.5,2.0,2007,0
2177870,144570,en,0.19364,2005-09-23,0.0,120,Released,Forest of the Gods,6.0,1.0,2005,0
0,76043,en,0.093564,2007-11-20,0.0,139,Released,RFK Must Die The Assassination Of Bobby Kennedy,8.0,2.0,2007,0
0,165213,ko,5.323934,2013-02-21,0.0,134,Released,New World,7.2,119.0,2013,0
0,188468,en,0.670175,1935-09-07,0.0,93,Released,Page Miss Glory,6.0,1.0,1935,0
0,58291,en,0.076597,2010-01-01,0.0,0,Released,The Battle for Marjah,7.5,2.0,2010,0
0,79850,fr,0.492842,2011-06-29,0.0,77,Released,Holidays by the Sea,3.4,6.0,2011,0
10000000,192126,en,6.206395,2012-07-17,0.0,84,Released,Revenge for Jolly!,4.7,19.0,2012,0
7700000,160139,en,6.976215,2013-03-07,0.0,111,Released,Night Train to Lisbon,6.4,130.0,2013,0
0,117856,en,1.516298,2012-06-30,0.0,89,Released,Bigfoot,3.0,17.0,2012,0
0,65435,en,0.180931,2007-12-31,0.0,66,Released,Consuming Kids: The Commercialization of Childhood,7.6,5.0,2007,0
2000000,27957,tr,1.315237,2009-10-15,13500000.0,128,Released,The Breath,7.1,24.0,2009,6.75
2,83566,en,0.075397,2008-07-28,0.0,79,,Iran Is Not the Problem,4.8,2.0,2008,0
0,173938,en,0.011213,2011-01-11,0.0,76,Released,Mighty Uke,0.0,0.0,2011,0
0,138308,en,0.255555,1957-12-01,0.0,80,Released,The Hard Man,3.3,2.0,1957,0
61000000,136400,en,13.336512,2013-08-02,131940411.0,109,Released,2 Guns,6.6,1611.0,2013,2.16
500000,127905,en,0.11618,2013-05-13,0.0,108,Released,First Comes Love,6.0,1.0,2013,0
0,125164,pt,0.390674,2012-05-10,0.0,25,Released,Rafa,6.6,5.0,2012,0
15000000,77728,en,2.659592,1994-10-05,0.0,177,Released,Giorgino,6.8,8.0,1994,0
0,17275,en,0.420003,2007-01-01,0.0,84,Released,The All Together,5.0,2.0,2007,0
0,238748,en,1.256126,1988-02-26,0.0,98,Released,Aloha Summer,2.5,2.0,1988,0
0,74310,en,0.990359,2011-10-04,0.0,88,Released,Hell and Back Again,6.6,13.0,2011,0
2200000,151743,zh,1.789133,2012-12-12,208000000.0,105,Released,Lost in Thailand,6.1,28.0,2012,94.55
0,168138,es,5.961623,2013-03-27,0.0,100,Released,The Last Days,5.6,103.0,2013,0
0,157016,en,0.420779,2013-01-23,0.0,84,Released,Our Nixon,6.6,9.0,2013,0
0,85984,en,0.051061,1998-06-19,0.0,90,Released,Off the Menu: The Last Days of Chasen's,7.0,1.0,1998,0
0,89325,en,1.629119,2012-04-20,0.0,103,Released,Darling Companion,5.3,22.0,2012,0
18000000,160588,en,12.61244,2013-07-25,99206215.0,98,Released,Blue Jasmine,7.0,1126.0,2013,5.51
