id,id_companies,companies
39101,5542,Toei Animation
13761,2,Walt Disney Pictures
86467,2683,Rai Cinema
86467,8764,Redwave Films
86467,20277,Protagonist Pictures
86467,20877,19 Entertainment
76494,1088,Alcon Entertainment
76494,1632,Lionsgate
76494,11317,Phoenix Pictures
76494,19577,What to Expect Productions
81836,1824,Gravier Productions
81836,6246,Medusa Film
81836,12010,Mediapro
81836,12966,Perdido Productions
212622,494,AVCO Embassy Pictures
72331,306,Twentieth Century Fox Film Corporation
72331,1038,Bazelevs Production
72331,8601,Tim Burton Productions
72331,36430,Abraham Productions
72331,36431,Location Gourmet
3556,1453,Thalia Productions
89874,15996,First Position Films
44877,6371,Unstoppable Entertainment
44877,22310,Atlantic Swiss Productions
44877,27895,Veneration Music
44877,27896,Retro-juice Productions
81115,4,Paramount Pictures
68684,21125,Detention Films
92352,6194,Warner Bros.
173891,8411,Metro-Goldwyn-Mayer (MGM)
96399,41537,Dos Corazones
40171,7036,CJ Entertainment
34494,6246,Medusa Film
34494,53597,Sky Italia
86157,10845,Lenfilm
80585,12,New Line Cinema
80585,2378,Offspring Entertainment
80585,8871,Corner Store Entertainment
80585,12139,Material Pictures
88005,771,Mandate Pictures
88005,9350,Indian Paintbrush
88005,10039,Anonymous Content
88005,10146,Focus Features
13042,3,Pixar Animation Studios
13932,2,Walt Disney Pictures
13932,3,Pixar Animation Studios
48747,6197,London Weekend Television (LWT)
48747,38657,David Wickes TV
13062,2,Walt Disney Pictures
13062,3,Pixar Animation Studios
13933,3,Pixar Animation Studios
28380,37462,American Cinema Releasing
72105,33,Universal Pictures
72105,2531,Media Rights Capital
72105,8789,Fuzzy Door Productions
13927,3,Pixar Animation Studios
77930,8850,Extension 765
77930,34981,Iron Horse Entertainment (II)
39103,5542,Toei Animation
24752,5542,Toei Animation
52639,14056,Artistes Alliance Ltd.
151168,43206,BTA Films & Video
26974,45494,Korean Film
24729,4356,Centerpoint
24729,4357,The Guber-Peters Company
83770,70,American Zoetrope
83770,83,France 2 Cinéma
83770,346,VideoFilmes
83770,614,Vanguard Films
83770,5358,Canal+
83770,8372,SPAD Films
83770,9209,MK2 Productions
83770,9349,Film4
83770,10611,Ciné+
83770,11795,France Télévisions
83770,12467,Nomadic Pictures
83770,21914,Kramer & Sigman Films
83770,79077,Jerry Leider Company
50590,1804,North by Northwest Entertainment
39104,5542,Toei Animation
34433,5542,Toei Animation
76333,6538,Antena 3 Films
76333,7344,Sayaka Producciones Audiovisuales
76333,8111,Apaches Entertainment
76333,9335,Canal+ España
76333,10086,Arsénico Producciones
76333,12065,Morituri
76333,31123,Euskal Irrati Telebisa (EITB)
76333,62735,Gobierno de Cantabria
95516,15195,UK Film Studio
1930,5,Columbia Pictures
1930,326,Laura Ziskin Productions
1930,7505,Marvel Entertainment
39105,5542,Toei Animation
148811,79775,Vaughan Films
21506,5815,Xanadeux Company
86985,76,Zentropa Entertainments
38728,955,Nikkatsu
42226,403,Bioskop-Film GmbH
42226,6116,Argos Films
23823,47,Constantin Film
23823,491,Summit Entertainment
23823,3635,20th Century Fox Home Entertainment
16624,18758,Edison Manufacturing Company
57800,9383,Blue Sky Studios
57800,11749,Twentieth Century Fox Animation
84175,2291,Journeyman Pictures
84175,6714,Court 13 Pictures
84175,12219,Cinereach
46223,15980,Incorporated Television Company (ITC)
46223,76231,Inner Circle Films
173580,8411,Metro-Goldwyn-Mayer (MGM)
61111,85382,Michael Cacoyannis Productions
98548,27,DreamWorks SKG
98548,9195,Touchstone Pictures
86664,955,Nikkatsu
71722,955,Nikkatsu
264393,5906,Shochiku
264393,13246,Gendai Eigasha
131653,79854,Atossa Film Produktion GmbH
99934,8411,Metro-Goldwyn-Mayer (MGM)
82525,4198,Ixtlan
82525,7295,Relativity Media
82525,11802,Onda Entertainment
25913,13,Universal Studios
155288,54275,Mirror Maze
16059,8109,Zentropa
52311,9027,Hallmark Hall of Fame Productions
86980,5293,StellaNova Film
208988,5826,PBS
57346,10722,Florentine Films
57346,10725,WETA
57346,12899,American Lives Film Project
11680,461,Les Films Christian Fechner
31218,13586,Vertigo Films
13926,3,Pixar Animation Studios
75810,5776,Capital Productions
75810,5777,Thrill Films
59706,4395,Monogram Pictures
13929,3,Pixar Animation Studios
103370,3096,"Tyler Perry Company, The"
32050,33,Universal Pictures
31680,15509,Art Port
83191,11712,Kindle Entertainment
83191,11713,MNG Films
80035,289,Ingenious Film Partners
80035,290,Ingenious Media
80035,306,Twentieth Century Fox Film Corporation
80035,444,Dune Entertainment
80035,2575,21 Laps Entertainment
80035,6332,Dune Entertainment III
80035,10893,Big Screen Productions
80035,37336,Down Productions
65997,58659,Left Field Ventures
93676,2683,Rai Cinema
93676,3193,Jean Vigo Italia
93676,5708,The 7th Floor
93676,6693,Four of a Kind Productions
93676,20648,Banca Nazionale del Lavoro
93676,29223,Ministero per i Beni e le Attività Culturali (MiBAC)
84165,191,Senator Film Produktion
84165,765,Tempête Sous Un Crâne Productions
84165,1268,Focus Films
50053,3991,"Asylum, The"
279159,26212,Dong-a Exports Co. Ltd.
44125,328,TLA Releasing
44125,5911,Lama Filmes
73567,6633,Voltage pictures
73567,9015,Worldview Entertainment
73567,21817,ANA Media
73567,37833,Picture Perfect (I)
82877,7521,National Geographic
44251,5542,Toei Animation
50388,2073,Kadokawa Pictures
19575,13238,Unified Pictures
39106,5542,Toei Animation
39107,5542,Toei Animation
55184,77779,Teuvo Tulio
14863,1370,Castel Film Romania
86593,18977,20ten Media
86593,27376,STS Media
78571,1473,Depth of Field
78571,10146,Focus Features
78571,11391,Tribeca Productions
78571,18479,Corduroy Films
43852,659,London Film Productions
43858,659,London Film Productions
101325,8333,Jetlag Productions
101325,33199,Bahr Productions Inc.
101325,38245,Experience Media Studios
102431,70737,Cyprus Films
16716,5730,Turner Network Television (TNT)
16716,31060,Hallmark Entertainment
61539,7062,Dynamo
13928,3,Pixar Animation Studios
13930,3,Pixar Animation Studios
103332,43,Fox Searchlight Pictures
64635,5,Columbia Pictures
64635,333,Original Film
64635,12676,Rekall Productions
64635,15357,Prime Focus
64635,85921,Total Recall
73943,5106,Copperheart Entertainment
55680,8899,PeaceOut Productions
55680,12799,Silver Screen Pictures
55680,63419,Silverscreen Alta
75229,254,Pandora Filmproduktion
75229,3792,BOB Film Sweden AB
75229,7843,4 1/2
22059,2000,New Horizons
22059,5755,Constantin Film Produktion
65035,3449,WGBH
65035,5171,Carlton Television
65035,43253,Whitehall Films
32171,882,Toho Company
32171,14644,Aozora Investments
32171,14645,Entertainment Farm (EF)
103747,856,Wild Bunch
103747,1926,Les Films Du Fleuve
103747,7281,British Film Institute (BFI)
103747,8147,Entertainment One
103747,12695,Sixteen Films
103747,15130,Urania Pictures S.r.l.
28465,4810,My Own Worst Enemy
56909,6246,Medusa Film
56909,21649,Sky Cinema
56909,32434,Lotus Productions
39108,5542,Toei Animation
39323,5542,Toei Animation
73335,6427,Pure Flix Entertainment
34125,1370,Castel Film Romania
34125,4867,Full Moon Entertainment
34125,31726,Full Moon Studios
8736,2525,Avalanche Productions
8736,6896,EuropaCorp
8736,22743,Seven Productions
16130,104,Canal Plus
16130,8170,Club d'Investissement Média
16130,19477,Dune Films
320917,11840,Film Victoria
35402,2865,Insight Film Studios
35402,10399,Cinetel Films
35402,17592,Icarus BC Productions
51365,191,Senator Film Produktion
51365,11673,Wüste Film Ost
51365,26107,Networxx - Film Management
39324,5542,Toei Animation
18095,5542,Toei Animation
94570,18758,Edison Manufacturing Company
76696,254,Pandora Filmproduktion
76696,1247,Eddie Saeta
76696,5085,Televisió de Catalunya
76696,6458,Instituto Nacional de Cine y Artes Audiovisuales (INCAA)
76696,7977,Rizoma Films
76696,7978,Zarlek Producciones
68143,6,RKO Radio Pictures
102630,3608,After Dark Films
122924,2090,Motion Picture Corporation of America
122924,8624,Mediapro Studios
122924,25263,Throttle Films
18443,68959,Decoys Production
18443,68960,Alian Girls Films
155341,93638,2 Smooth Film Productions
38256,2674,Telecinco Cinema
38256,5691,Madrugada Films
58159,3166,Walt Disney Productions
58159,16685,United Artists Pictures
81436,2379,Palladium Productions
105978,1274,Clinica Estetico
94548,62063,Studio Film Corp.
100683,1786,Dark Castle Entertainment
100683,1885,Silver Pictures
100683,2982,Signature Pictures
100683,3608,After Dark Films
100683,11647,Autonomous Films
100683,23770,Signature Entertainment
59296,5113,120dB Films
59296,7419,Scion Films
59296,18668,Voodoo Production Services
59296,52284,Chydzik Media Group
59296,52288,First Wedding Productions
13676,5391,DisneyToon Studios
37724,5,Columbia Pictures
58383,12240,Galatea Film
77287,2370,Merchant Ivory Productions
20106,9,Gaumont
20106,2490,LGM Productions
20106,3823,TF1 Films Production
20106,5358,Canal+
20106,6586,TPS Star
20106,22355,KL Production
21145,20240,MNP Entreprise
63988,925,Nu Image Films
63988,38291,LOT Productions
77953,2242,Everyman Pictures
77953,4740,Gary Sanchez Productions
77953,6194,Warner Bros.
77953,36431,Location Gourmet
85414,3256,Lightning Entertainment
85414,25728,La Costa Productions
85414,25729,Walking West Entertainment
82696,5,Columbia Pictures
82696,771,Mandate Pictures
82696,1423,Escape Artists
82696,4220,Management 360
82696,8411,Metro-Goldwyn-Mayer (MGM)
70872,881,Daiei Studios
36996,2155,Norris Brothers Entertainment
36996,37106,Washo Brothers Entertainment
20499,925,Nu Image Films
20499,1804,North by Northwest Entertainment
20499,10254,Millennium Films
100910,6,RKO Radio Pictures
8266,310,Centre National de la Cinématographie
8266,2360,La Chauve Souris
8266,3823,TF1 Films Production
8266,5358,Canal+
8266,6301,CinéCinéma
8266,7799,TF1 International
8266,11246,Région Ile-de-France
8266,11777,Cofinova 4
8266,11937,Banque Populaire Images 7
8266,11938,Banque Populaire Images 8
8266,11939,Cofimage 18
8266,11940,Poste Image
8266,11941,Restons Groupés Production
8266,11942,Sofica Valor 7
314070,441,Columbia Pictures Corporation
51190,6339,Solar Films inc.
50090,3491,Showbox
77068,1269,Momentum Films
50696,955,Nikkatsu
133523,7254,Greek Film Center
133523,10769,Greek Television ET-1
43121,882,Toho Company
71719,955,Nikkatsu
79771,3960,ArieScope Pictures
34800,69240,Soon Lee Films
21537,40594,Great Earth Film Company
68649,9221,Toei Video Company
126420,89864,Film International Rotterdam
104241,9181,Art Theatre Guild
104241,13246,Gendai Eigasha
93188,729,Why Not Productions
75595,2290,Hunting Lane Films
75595,8755,Millennium Entertainment
75595,10478,Polsky Films
75595,10479,Sundial Pictures
95506,955,Nikkatsu
78263,2370,Merchant Ivory Productions
38034,40594,Great Earth Film Company
77174,10146,Focus Features
77174,11537,Laika Entertainment
82650,711,Fox 2000 Pictures
208579,14070,Cinema Artists
97088,12372,Universum Film (UFA)
458428,90595,Video Flims
458428,90596,Vaco Moloco
79224,7819,Lotte Entertainment
79224,11430,Dasepo Club
79224,11431,DCG Plus
79224,11432,SOVIK Venture Capital
85836,7120,Rezo Films
84184,598,Team Todd
121210,223,Les Films du Losange
121210,790,Samsa Film
121210,850,Eurimages
121210,3040,Versus Production
121210,3132,Vlaams Audiovisueel fonds
121210,5358,Canal+
121210,6003,Box Productions
121210,7395,Les films du Worso
121210,7466,Radio Télévision Belge Francophone (RTBF)
121210,8009,Belgacom
121210,11797,VOO
121210,11921,Le Tax Shelter du Gouvernement Fédéral de Belgique
121210,11923,Inver Invest
121210,11931,Prime Time
121210,11997,BNP Paribas Fortis Film Fund
121210,15892,Fonds National de Soutien à la Production Audiovisuelle du Luxembourg
121210,19932,Filmcoopi Zürich
121210,20663,Radio Télévision Suisse (RTS)
121210,21972,Media Programme of the European Community
121210,22005,O'Brother Distribution
109513,10424,Primate Pictures
109513,10425,Kim and Jim Productions
109513,10426,Panay Films
109513,11448,Exclusive Media Group
14196,21100,Lookout Films
109584,288,BBC Films
109584,7058,Bill Kenwright Films
109584,50082,Cuba Pictures
73846,8147,Entertainment One
93934,10645,Paradise Films
93934,10648,French Ministry of Foreign Affairs
14128,3475,Walt Disney Television Animation
14128,40148,Walt Disney Animation Japan
84289,16636,Shapiro-Glickenhaus Entertainment
76360,1538,Comedy Central
1556,9181,Art Theatre Guild
49526,1271,Pariah Entertainment Group
83539,5120,Mosfilm
101482,33,Universal Pictures
42152,1704,Bavaria Film
42152,3391,Österreichischer Rundfunk (ORF)
42152,4606,Zweites Deutsches Fernsehen (ZDF)
42152,7447,Personafilm
42152,15980,Incorporated Television Company (ITC)
71864,2,Walt Disney Pictures
82633,308,The Weinstein Company
82633,6692,Benaroya Pictures
82633,12005,Yucaipa Films
82633,13184,Annapurna Pictures
82633,13507,Pie Films Inc.
82633,14440,Red Wagon Entertainment
82633,15495,Revolt Films
82633,47124,Blum Hanson Allen Films
57330,1406,Mega Film
71668,7405,Dimension Films
71668,11761,Mark Canton Productions
71668,18524,Intellectual Properties Worldwide
71725,5940,Avala Film
89691,11517,Buffalo Gal Pictures
89691,11565,The Safran Company
89691,12026,Gold Circle Films
31074,14109,TAT Communications Company
84340,95035,Sleepwalkers Anonymous
202043,14063,Granada Television
216035,3449,WGBH
216035,14063,Granada Television
137625,37802,Films 59
84334,11594,Passion Pictures
84334,12840,Red Box Films
84334,12841,Canfield Pictures
77883,768,Ghost House Pictures
77883,22637,North Box Productions
127521,11061,Motion Picture Corporation of America (MPCA)
127521,23283,Rodin Entertainment
119698,9137,Moonlighting Films
48034,1115,M6 Films
48034,2612,Les Productions du Trésor
48034,6896,EuropaCorp
79694,694,StudioCanal
79694,1786,Dark Castle Entertainment
79694,6194,Warner Bros.
79694,37826,Studio Babelsberg Motion Pictures
83540,9262,Cannon and Morley Productions
83540,9263,Soho Moon Pictures
108762,6339,Solar Films inc.
376394,3324,British Broadcasting Corporation (BBC)
215999,3449,WGBH
215999,14063,Granada Television
134012,76877,Last Picture Pro
39369,5140,APT Films
39369,17643,Met Film Production
39369,30249,IWC Media
39369,64890,Slingshot Productions
12677,7302,Filmax Entertainment
12677,7956,Castelao Producciones
12677,55133,Monfort Producciones
27349,33,Universal Pictures
27349,14771,Robertson and Associates
67429,8171,Institut National de l'Audiovisuel (INA)
67429,10635,Films Paris-New York
67429,10636,Artco-Film
84174,4740,Gary Sanchez Productions
84174,10290,BCDF Pictures
83686,5490,CBS Films
83686,12545,Also Known As Pictures
84344,153,Minerva Film SpA
84344,5674,SF Film
53336,599,Solar Productions
35623,7201,Norddeutscher Rundfunk (NDR)
35623,13283,Israfilm Ltd.
35623,42670,Relevant Film
35623,46226,Praxis Films
86785,5775,Federiz
86785,16213,As Films Producción
27146,4638,Films du Rond-Point
27146,10634,O.P.E.R.A.
114150,12365,Brownstone Productions
77948,491,Summit Entertainment
77948,1224,Intrepid Pictures
77948,8083,Film Rites
77948,8084,Galavis Film
77948,8085,Picture Machine
77948,23625,"Fria Luz Del Dia, A.I.E."
84281,921,Next Wednesday Productions
84281,4748,Oscilloscope Laboratories
84281,21775,Union Entertainment Group (II)
84281,26197,Skyscraper Films
46493,882,Toho Company
112090,1632,Lionsgate
112090,21928,TNT
112090,28176,Bomar OOD
112090,58137,Mirumir
37661,3282,Larry Levinson Productions
37661,4056,Hallmark Entertainment
37661,68580,Russian World Studios
89708,10986,Magidson Films
67166,2,Walt Disney Pictures
59967,1205,Endgame Entertainment
59967,7263,FilmDistrict
59967,10289,DMG Entertainment
59967,11092,Ram Bergman Productions
84188,10989,Muskat Filmed Properties
84188,12649,Bad Cop Bad Cop Film Productions
84188,12650,Dogfish Pictures
122080,7008,Centerstage Productions
122080,57621,Film Development Council of the Philippines
87428,5,Columbia Pictures
87428,2608,Happy Madison Productions
87428,7295,Relativity Media
26505,854,Sofica Europacorp
26505,1076,Apipoulaï
26505,2525,Avalanche Productions
26505,3823,TF1 Films Production
26505,5358,Canal+
26505,6896,EuropaCorp
15895,3733,Palo Alto Productions
15895,5462,Aries Cinematográfica Argentina
28218,4890,Aries Film International
97795,3595,Magnet Releasing
94108,641,Titanus
94108,10673,Labor Film
71827,882,Toho Company
71827,9181,Art Theatre Guild
126278,37802,Films 59
126278,54700,Pere Portabella
84329,9118,Samuel Goldwyn Films
84329,11341,Stage 6 Films
84329,13466,Park Pictures
84329,13467,TBB
84329,13468,Dog Run Pictures
84329,13469,White Hat
122492,10195,Mouka Filmi Oy
77461,2280,Les Films des Tournelles
24421,4305,Film Tiger
24421,4306,Instinctive Film
24421,4307,Rifkin-Eberts
117408,20091,RAI Radiotelevisione Italiana
96973,2455,Red Om Films
96973,6733,Reliance BIG Entertainment
96973,51954,Hopscotch Pictures
16640,3203,Blueshift Entertainment
71679,342,Davis-Films
87825,171,Malpaso Productions
87825,6194,Warner Bros.
88075,6,RKO Radio Pictures
88075,614,Vanguard Films
88075,12274,Dore Schary Productions
89455,288,BBC Films
148857,2387,sabotage film GmbH
148857,4606,Zweites Deutsches Fernsehen (ZDF)
157903,13133,Universal Film Manufacturing Company
43599,3245,First National Pictures
70090,10650,Cinéas
74103,7749,Kunsthochschule Kassel
74103,7750,Tagträumerfilm
84347,11152,Radical Media
100529,43,Fox Searchlight Pictures
100529,4205,Groundswell Productions
68722,178,Ghoulardi Film Company
68722,308,The Weinstein Company
68722,13184,Annapurna Pictures
85339,4898,Columbia Broadcasting System (CBS)
49049,284,DNA Films
49049,6733,Reliance BIG Entertainment
49049,7437,IM Global
49049,46506,Rena Film
49049,46507,Peach Trees
179251,28205,"Samuel Goldwyn Company, The"
137145,67994,Sarke Studio
137145,67995,Imedi Films
137145,68937,Foley Walkers Studio
60599,1632,Lionsgate
60599,2394,Artina Films
60599,11093,Lucky Monkey Pictures
60599,12501,Green Room Films
60599,14580,Treehouse Pictures
60599,24930,Alvernia Studios
60599,24933,LB Productions
60599,24934,Parlay Films
98369,36108,Ruckus Films
129535,6,RKO Radio Pictures
84190,7370,Loki Films
78464,3623,Kazakhfilm Studios
78464,48860,Sataifilm
106124,1931,Filmové Studio Barrandov
64454,4606,Zweites Deutsches Fernsehen (ZDF)
64454,5982,Bioskop Film
64454,8219,Terra Filmkunst
64454,38298,Hallelujah-Film GmbH
64454,47077,Coleidon-Film
64454,47078,S.N.D.
4822,8411,Metro-Goldwyn-Mayer (MGM)
55723,3347,Dry County Films
55723,7662,Epic Pictures Group
19823,6901,Prescience
19823,8583,Minds Eye Entertainment
19823,14364,Footprint Investments
112973,278,Propaganda Films
112973,1382,PolyGram Filmed Entertainment
122930,8135,Anchor Bay
128280,14919,Ambrosia Pictures
77016,10405,Emmett/Furla Films
77016,11448,Exclusive Media Group
77016,11449,Hedge Fund Film Partners
77016,16312,Crave Films
77016,46961,Knightsbridge Entertainment
77016,47169,Le Grisbi Productions
77016,47354,5150 Action
52432,4,Paramount Pictures
84348,15156,The Collective
84348,15157,Bloody Disgusting
84348,15158,8383 Productions
47462,328,TLA Releasing
84892,491,Summit Entertainment
84892,2130,Mr. Mudd Production
103663,76,Zentropa Entertainments
103663,118,Det Danske Filminstitut
103663,119,Danmarks Radio (DR)
103663,850,Eurimages
103663,851,MEDIA Programme of the European Union
103663,3221,Sveriges Television (SVT)
103663,7446,Svenska Filminstitutet (SFI)
103663,8555,Nordisk Film- & TV-Fond
103663,74636,Film Väst
103328,254,Pandora Filmproduktion
103328,5358,Canal+
111174,10369,Break Thru Films
111174,11709,Major League Baseball Productions
111174,11710,How Am I Doing Productions
111174,11711,New Mexico Media Partners
91911,38568,Mistress Inc.
102784,7764,Telecine
88036,559,TriStar Pictures
88036,11317,Phoenix Pictures
88036,11341,Stage 6 Films
88036,11466,Akil Production Company
51996,1962,ATO Pictures
51996,53303,Werc Werk Works
75638,4908,First Generation Films
75638,6538,Antena 3 Films
75638,6778,Televisió de Catalunya TV3
75638,9335,Canal+ España
75638,9974,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
75638,10254,Millennium Films
75638,11068,Nostromo Pictures
75638,16055,Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC)
75638,22862,Cindy Cowan Entertainment
75638,22863,La Sexta
75638,58260,Attitude Pinículas y Films A.I.E.
82675,306,Twentieth Century Fox Film Corporation
82675,1115,M6 Films
82675,5358,Canal+
82675,6877,Grive Productions
82675,6896,EuropaCorp
82675,10611,Ciné+
82390,695,Lee Daniels Entertainment
82390,925,Nu Image Films
82390,6692,Benaroya Pictures
82390,10254,Millennium Films
38719,659,London Film Productions
76703,1574,Les Films Modernes
76703,10651,Productions Emile Natan
17165,1778,Dentsu Inc.
223195,8922,Turner Entertainment
148408,20091,RAI Radiotelevisione Italiana
255948,18933,Kumie
255948,44989,Phantom Film
88273,76,Zentropa Entertainments
88273,119,Danmarks Radio (DR)
88273,320,Trollhättan Film AB
88273,3221,Sveriges Television (SVT)
88273,6417,Film i Väst
88273,9111,Sirena Film
82505,5855,A Bigger Boat
82505,7295,Relativity Media
82505,7493,FilmNation Entertainment
128564,6805,Epix
128564,20235,New Horizons Picture
5422,6117,Stefano Film
86703,1311,The Asylum
83670,16511,The Filmakers
42203,1704,Bavaria Film
42203,2328,Bavaria Atelier
42203,10869,Filmverlag der Autoren
77462,9,Gaumont
77462,83,France 2 Cinéma
77462,309,Angoa-Agicoa
77462,5358,Canal+
77462,6586,TPS Star
77462,7454,France Télévision
77462,7466,Radio Télévision Belge Francophone (RTBF)
77462,11199,Scope Pictures
77462,11920,Région Wallone
77462,11921,Le Tax Shelter du Gouvernement Fédéral de Belgique
77462,12096,Mandarin Films
85735,3921,The Film
85735,5358,Canal+
85735,5381,Backup Films
85735,6896,EuropaCorp
85735,7454,France Télévision
85735,8352,Coficup
85735,11199,Scope Pictures
85735,15671,France 2 Cinéma
85735,21860,AKN Productions
83801,4176,Nord-Ouest Productions
83801,5358,Canal+
83801,7090,France3 Cinéma
64071,16428,Dudley Pictures Corporation
168217,5488,Fox Film Corporation
86597,2902,SND
86597,12686,Forecast Pictures
86597,12687,Iron Ocean Films
86597,12689,Radar Films
110160,9209,MK2 Productions
101731,97,Castle Rock Entertainment
101731,906,Revelations Entertainment
101731,1030,Magnolia Pictures
101731,10255,Voltage Pictures
101731,16060,Firebrand Productions
101731,23215,Summer Magic
82096,8411,Metro-Goldwyn-Mayer (MGM)
80271,215,Double Feature Films
80271,771,Mandate Pictures
80271,84637,PIC Agency
80271,84638,Lol Productions
64897,75013,Maítrise Artisanale de l'Industrie Cinematographique (MAIC)
64897,75014,Sedis
105348,1931,Filmové Studio Barrandov
110146,6748,Goalpost Pictures
142585,537,Universal TV
84342,4575,Vivendi Entertainment
104306,1931,Filmové Studio Barrandov
97365,83,France 2 Cinéma
97365,729,Why Not Productions
97365,1926,Les Films Du Fleuve
97365,3132,Vlaams Audiovisueel fonds
97365,5358,Canal+
97365,7466,Radio Télévision Belge Francophone (RTBF)
97365,10611,Ciné+
97365,11779,Page 114
97365,11793,Lumière
97365,11794,Lunanime
97365,11795,France Télévisions
97365,11796,Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles
97365,11797,VOO
97365,11798,Région Provence-Alpes-Côte d'Azur
97365,11799,Département des Alpes-Maritimes
97365,11800,Casa Kafka Pictures Movie Tax Shelter Empowered by Dexia
131360,5488,Fox Film Corporation
124597,5070,Shôchiku Eiga
42628,5070,Shôchiku Eiga
124423,5906,Shochiku
81678,1221,Gainsborough Pictures
41996,364,The Rank Organisation
123359,22865,Morbido Films
123359,23457,MPI Media Group
123359,23838,Salto de Fe Films
84577,21917,Efish Entertainment
84577,22061,Vitamin A Films
84577,24276,Silver Moonlight Productions
84577,24277,PalmStar Entertainment
84577,24278,Barking Fish Entertainment
70667,6417,Film i Väst
70667,11561,Recorded Picture Company (RPC)
70667,14756,Roenbergfilm
70667,14757,Nordisk Film Production
70667,14758,DCM Productions
70667,50093,Stunt Bros
101267,4,Paramount Pictures
101267,23,Imagine Entertainment
101267,746,MTV Films
101267,7377,Insurge Pictures
130717,33,Universal Pictures
57230,5120,Mosfilm
57230,21700,Luch
43687,659,London Film Productions
134738,2370,Merchant Ivory Productions
134738,75053,Oregon Four
71720,955,Nikkatsu
135312,10914,Peter Jones Productions
135312,10915,Turner Classic Movies (TCM)
170263,3221,Sveriges Television (SVT)
170263,13294,Top Story Filmproduktion GmbH
53898,441,Columbia Pictures Corporation
170517,6194,Warner Bros.
170517,16064,William Conrad Productions
110336,5695,Carmel Productions
110336,9266,American International Pictures (AIP)
262243,20629,Top Hat Productions
537,309,Angoa-Agicoa
537,310,Centre National de la Cinématographie
537,311,Procirep
537,313,TS Productions
537,314,Uni Etoile 2
47405,6212,Maipo
90125,2265,Shangri-La Entertainment
62214,8601,Tim Burton Productions
15004,4,Paramount Pictures
151232,1869,AMLF
151232,3823,TF1 Films Production
82507,2514,Alliance Films
82507,3172,Blumhouse Productions
82507,7437,IM Global
82507,7625,Automatik Entertainment
82507,23277,Possessed Pictures
92171,10713,Universal Studios Home Video
13830,2826,Access Pictures
13830,2827,Jean Silvera Films
64291,364,The Rank Organisation
64291,74118,Artna Films Ltd.
38753,41969,Annapurna Productions
38753,88985,Rebecca Wang Entertainment
102639,1422,Killer Films
102639,15733,TicTock Studios
76492,5,Columbia Pictures
76492,2251,Sony Pictures Animation
207459,17180,Di San Luca Films
69778,1205,Endgame Entertainment
69778,12137,Aura Film Partnership
69778,12138,Fierce Entertainment
196738,10202,Columbia TriStar Home Entertainment
283101,694,StudioCanal
283101,3324,British Broadcasting Corporation (BBC)
283101,3391,Österreichischer Rundfunk (ORF)
283101,10915,Turner Classic Movies (TCM)
283101,15505,NHK
283101,72703,Media Europa
283101,72704,Silverapples Media
16387,632,British Lion Films
16387,14786,AARU Productions
33390,306,Twentieth Century Fox Film Corporation
33391,5488,Fox Film Corporation
39062,33,Universal Pictures
39062,10210,Morgan Creek Productions
109600,2370,Merchant Ivory Productions
40709,20500,A-1 Kino Video
48202,14047,Roger Corman Productions
71723,955,Nikkatsu
34078,9266,American International Pictures (AIP)
34078,14838,Madera Productions
35253,17027,National Film Board of Canada (NFB)
68734,3281,GK Films
68734,6194,Warner Bros.
68734,22695,Smokehouse Pictures
86838,2376,Blueprint Pictures
86838,5490,CBS Films
86838,7281,British Film Institute (BFI)
86838,9349,Film4
79697,11370,Michael De Luca Productions
79697,23365,Vandalia Films
134371,25673,Cinema Vehicle Services
134371,30033,Atlas 2 Productions
109843,288,BBC Films
109843,7352,Gunslinger
109843,21627,Film London
109843,21628,Microwave Film
109843,21629,Aimimage Productions
84306,7373,Tom Sawyer Entertainment
84306,10290,BCDF Pictures
40075,6082,Filmirage
39779,1830,Ross Hunter Productions Inc.
116463,10345,Active Entertainment
99579,1249,Les Films du Lendemain
99579,10051,GMT Productions
72391,508,Regency Enterprises
72391,3635,20th Century Fox Home Entertainment
84284,3324,British Broadcasting Corporation (BBC)
84284,4606,Zweites Deutsches Fernsehen (ZDF)
84284,8469,Louverture Films
84284,8659,Vrijzinnig Protestantse Radio Omroep (VPRO)
84284,11376,NHK Enterprises
84284,46234,Independent Television Service (ITVS)
84284,67360,Special Broadcasting Service (SBS)
84284,77343,Al Jazeera Documentary Channel
84284,77344,Charlotte Street Films
18112,3450,InterPositive Media
105210,62452,Filmmakers
89723,306,Twentieth Century Fox Film Corporation
57089,7582,HW Two
75736,6692,Benaroya Pictures
75736,10405,Emmett/Furla Films
75736,32168,Waterfall Media
75736,41968,Sakonnet Capital Partners
75736,41969,Annapurna Productions
202973,3902,CBS Entertainment Productions
27543,59666,Robert Stillman Productions
122928,8924,RabbitBandini Productions
108512,5070,Shôchiku Eiga
108512,9182,Sozosha
149190,641,Titanus
149190,10673,Labor Film
50950,35673,Sveriges Radio
98303,12077,Viacom Productions
98303,36904,Patricia Clifford Productions
98303,40949,Once and Future Films
55327,201,Arte
55327,11237,ZDF/Arte
55327,33137,Morag Loves Company
55327,71291,Avanti Media
32904,13459,Abbott Vision
32904,13460,Chump Films
